,Table 12. Human security,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Bangladesh,37,,12.2,,426.0,,71,,..,,43,,2.8,,8.7,,6.8,,33.0,f,..,,67.2,,..,,120,
139,Ghana,71,,23.0,,..,,19,,950,,53,,1.7,,2.2,,4.2,,28.0,,13.0,,22.9,,4.2,,22,
139,Zambia,11,,0.3,,..,,131,,950,,125,,5.8,,10.8,,20.8,,47.0,,32.0,,49.5,,2.9,,411,
142,Sao Tome and Principe,95,,0.0,,..,,0,,..,,101,,3.4,,..,,..,,19.0,,14.0,,27.9,,..,,38,
143,Cambodia,73,,12.8,,..,,366,,..,,105,,1.8,,6.5,,12.6,,50.0,f,27.0,f,21.0,,4.0,,102,
144,Nepal,58,,8.9,,50.0,,284,,..,,59,,2.9,,20.0,,30.1,,43.0,,..,,28.2,,0.4,,49,
145,Myanmar,72,,198.7,,644.0,,15,,..,,113,,2.5,,10.3,,16.5,,..,,..,,..,,..,,108,
146,Kenya,67,,7.9,,309.0,,11,,"2,000",,118,,5.9,,8.4,,24.4,,42.0,,36.0,,41.2,,3.5,,136,
147,Pakistan,34,,277.3,,"1,459.0",,"2,742",,..,,43,,7.8,,9.6,,9.1,,42.0,f,32.0,f,..,,..,,171,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Swaziland,54,,0.2,,..,,20,,87,,289,,17.4,,4.1,,8.6,,20.0,,17.0,,..,,..,,190,
149,Syrian Arab Republic,96,g,"4,850.8",,"6,600.0",,0,,..,,60,,2.2,,0.2,,0.7,,..,,..,,..,,..,,..,
150,Angola,36,,11.9,,..,,436,,"1,300",,106,,9.8,,7.3,,20.7,,..,,..,,..,,..,,96,
151,Tanzania (United Republic of),15,f,6.2,,..,,70,,"2,600",,69,,7.9,,18.3,,31.6,,54.0,,38.0,,43.6,,2.9,,237,
152,Nigeria,30,f,152.1,,"2,096.0",,8,,"9,900",,31,,10.1,,2.9,,10.3,,35.0,,25.0,,16.2,,1.5,,40,
153,Cameroon,66,,10.6,,124.0,,204,,"1,200",,115,,2.7,,3.4,,10.9,,36.0,,39.0,,51.1,,5.0,,64,
154,Papua New Guinea,..,,0.3,,6.3,,295,,300,,61,,10.4,,9.1,,15.9,,..,,..,,..,,..,,..,
154,Zimbabwe,32,,21.3,,..,,3,,810,,145,,6.7,,9.7,,27.2,,37.0,,24.0,,42.3,,1.2,,264,
156,Solomon Islands,..,,0.1,,..,,171,,..,,56,,..,,7.2,,13.9,,69.0,g,65.0,g,63.5,,..,,67,
157,Mauritania,59,,34.7,,..,,326,,..,,44,,11.4,,1.5,,4.5,,38.0,,..,,..,,..,,37,
158,Madagascar,83,,0.3,,..,,"1,967",,..,,83,,0.6,,6.9,,15.2,,45.0,,46.0,f,..,,..,,227,
159,Rwanda,63,,286.4,,..,,52,,500,,434,,4.9,,7.2,,17.1,,56.0,,25.0,,56.4,,..,,240,
160,Comoros,87,,0.6,,..,,0,,..,,31,,7.8,,10.3,,24.0,,39.0,,17.0,,6.4,,1.5,,..,
160,Lesotho,45,g,0.0,,..,,117,,120,,92,,38.0,,3.4,,9.2,,37.0,g,48.0,g,..,,..,,76,
162,Senegal,73,,21.3,,24.0,,0,,..,,62,,7.9,,2.8,,8.6,,57.0,,27.0,,..,,..,,66,
163,Haiti,80,,34.8,,..,,867,,300,,97,,10.0,,2.4,,3.3,,17.0,,15.0,,20.8,,2.0,,530,
163,Uganda,30,,6.3,,30.0,,782,,"1,900",,115,,11.8,,12.3,,26.9,,58.0,,44.0,,50.5,,3.7,,170,
165,Sudan,67,,622.5,i,"3,182.0",,556,,..,,50,,6.5,,11.5,,23.0,,34.0,,..,,..,,..,,176,j
166,Togo,78,,8.8,,3.0,,190,,330,,64,,9.2,,2.8,,8.5,,29.0,,18.0,,..,,..,,85,
167,Benin,85,,0.4,,..,,"1,468",,440,,77,,6.3,,3.1,,8.8,,36.0,,17.0,,..,,..,,52,
168,Yemen,31,,15.9,,"2,509.0",,15,,..,,53,,6.7,,3.0,,4.3,,49.0,,..,,..,,..,,180,
169,Afghanistan,37,,"2,663.0",,"1,174.0",,281,,..,,74,,6.6,,5.3,,6.2,,90.0,,..,,..,,..,,166,
170,Malawi,6,f,0.4,,..,,514,,990,,73,,1.8,,8.9,,23.9,,13.0,,8.0,,31.0,,1.7,,139,
171,Côte d'Ivoire,65,,71.1,,303.0,,45,,"1,200",,52,,11.4,,4.1,,10.6,,48.0,,42.0,,25.5,,..,,94,
172,Djibouti,92,g,1.1,,..,,0,,32,,68,,7.0,,9.5,,20.9,,..,,..,,..,,..,,130,
173,Gambia,72,,8.5,,..,,21,,87,,58,,9.4,,2.6,,7.6,,58.0,,33.0,,..,,..,,33,
174,Ethiopia,7,g,85.8,,450.0,,1,,"3,500",,128,,8.0,,6.7,,16.5,,68.0,,45.0,,..,,..,,244,
175,Mali,81,,154.2,,50.0,,308,,810,,33,,10.2,,2.7,,7.2,,87.0,,..,,34.6,,..,,23,
176,Congo (Democratic Republic of the),25,,541.3,,"1,500.0",,32,,"4,000",,32,,12.5,,4.8,,15.8,,75.0,,61.0,,64.1,,2.7,,..,
177,Liberia,25,f,10.0,,..,,89,,190,,39,,3.2,,2.0,,6.8,,43.0,,24.0,,38.6,,2.6,,261,
178,Guinea-Bissau,24,,1.5,,..,,42,,120,,..,,9.9,,2.4,,7.2,,42.0,,29.0,,..,,..,,152,
179,Eritrea,..,,379.8,,..,,0,,140,,..,,9.7,,8.7,,25.8,,51.0,,45.0,,..,,..,,..,
179,Sierra Leone,77,,4.9,,..,,36,,310,,55,,1.9,,4.5,,11.0,,63.0,,34.0,,45.3,,..,,162,
181,Mozambique,48,,0.1,,..,,292,,"1,800",,61,,3.6,,21.1,,34.2,,23.0,,20.0,,33.1,,..,,188,
181,South Sudan,35,,778.6,k,"1,697.0",,0,,570,,65,,13.9,,12.8,,27.1,,79.0,,..,,..,,..,,..,
183,Guinea,58,,17.0,,..,,33,,..,,26,,8.7,,2.4,,7.1,,92.0,,66.0,,..,,..,,118,
184,Burundi,75,,292.8,,99.0,,519,,580,,93,,4.0,,12.5,,34.1,,73.0,,44.0,,..,,..,,..,
185,Burkina Faso,77,,2.1,,..,,367,,830,,34,,0.7,,2.8,,7.3,,44.0,,34.0,,11.5,,..,,167,
186,Chad,12,,14.9,,107.0,,93,,970,,39,,9.2,,2.3,,7.4,,62.0,,..,,..,,..,,276,
187,Niger,64,,1.4,,153.0,,449,,..,,39,,4.5,,1.9,,5.3,,60.0,,27.0,,..,,..,,58,
188,Central African Republic,61,,471.1,,452.0,,920,,300,,16,,13.2,,5.3,,14.1,,80.0,,75.0,,29.8,,..,,349,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),100,g,1.1,,..,,"1,315",,..,,..,,4.7,,..,,..,,..,,..,,..,,..,,344,
,Marshall Islands,96,g,0.0,,..,,0,,..,,..,,4.7,,..,,..,,56.0,g,58.0,g,51.0,,13.0,,..,
,Monaco,100,,0.0,,..,,..,,..,,74,d,..,,..,,..,,..,,..,,..,,..,,..,
,Nauru,83,g,..,,..,,..,,..,,140,,1.3,,..,,..,,..,,..,,48.1,,47.0,,..,
,San Marino,100,,0.0,,..,,..,,..,,..,d,0.0,,..,,..,,..,,..,,..,,..,,..,
,Somalia,3,g,"1,123.0",,"1,223.0",,234,,630,,..,,5.6,,6.8,,18.1,,76.0,"f,g",..,,..,,..,,..,
,Tuvalu,50,g,0.0,,..,,0,,..,,110,,20.3,,..,,..,,70.0,g,73.0,g,36.8,,..,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,100,,118.2,l,299.0,l,81,,..,,289,,2.9,,5.6,,19.9,,..,,..,,..,,..,,..,
,High human development,..,,"1,019.2",l,"10,750.6",l,203,,..,,174,,6.0,,6.4,,8.9,,..,,..,,..,,..,,60,
,Medium human development,70,,"1,335.9",l,"7,878.9",l,609,,..,,66,,4.8,,11.0,,17.3,,41.3,,..,,37.3,,..,,104,
,Low human development,39,,"11,584.9",l,"20,559.3",l,233,,"3,982",,70,,8.2,,6.6,,15.2,,51.8,,36.1,,..,,..,,147,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,65,,"15,066.6",l,"40,683.8",l,399,,..,,111,,5.8,,8.3,,13.5,,..,,..,,..,,..,,92,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,84,,"7,011.7",l,"17,615.0",l,72,,..,,116,,4.0,,2.6,,5.5,,45.8,,..,,..,,..,,67,
,East Asia and the Pacific,..,,760.1,l,753.4,l,241,,..,,126,,1.5,,7.3,,7.3,,..,,..,,..,,..,,79,
,Europe and Central Asia,98,,456.2,l,"3,542.6",l,29,,..,,209,,3.9,,4.8,,18.6,,21.5,,..,,26.2,,..,,27,
,Latin America and the Caribbean,94,,197.8,l,"7,331.0",l,290,,..,,244,,21.6,,2.8,,9.9,,..,,..,,..,,..,,41,
,South Asia,64,,"3,195.4",l,"3,765.0",l,838,,..,,48,,3.8,,14.3,,21.6,,45.8,,..,,..,,..,,115,
,Sub-Saharan Africa,41,,"3,445.3",l,"7,404.8",l,189,,"3,702",,88,,9.5,,6.3,,15.5,,50.3,,35.5,,..,,..,,131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,40,,"7,859.6",l,"13,773.0",l,249,,..,,75,,6.4,,8.5,,15.6,,51.9,,..,,..,,..,,165,
,SIDS,82,,50.9,l,6.3,l,506,,..,,229,,12.0,,4.3,,11.8,,13.2,,..,,..,,..,,169,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD,99,,83.3,l,"1,241.0",l,114,,..,,274,,3.3,,5.3,,17.4,,..,,..,,..,,..,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,69,,"15,182.3",l,"40,710.8",l,334,,..,,143,,5.2,,7.9,,14.7,,..,,..,,..,,..,,91,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"a. Data collection methods, age ranges, sampled women (ever-partnered, ever-married or all women) and definitions of the forms of violence and of perpetrators vary by survey. Thus data are not necessarily comparable across countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"c. Data refer to people recognized as refugees under the 1951 UN Convention, the 1967 UN Protocol and the 1969 Organization of African Unity Convention. In the absence of government figures, the Office of the UN High Commissioner for Refugees (UNHCR) has estimated the refugee population in many industrialized countries based on 10 years of individual asylum-seeker recognition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"d. For more detailed country notes, see www.prisonstudies.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. HDRO calculations based on data from ICPS (2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Differs from standard definition or refers to only part of a country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Refers to years or periods other than those specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"h. Refers to Palestinian refugees under the UNHCR mandate only. Another 5,589,488 Palestinian refugees are under responsibility of United Nations Relief and Works Agency for Palestinian Refugees in the Near East.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. May include citizens of South Sudan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"j. Refers to the average for 2009-2011, prior to South Sudan’s independence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. An unknown number of refugees and asylum-seekers from South Sudan may be included under data for Sudan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. Unweighted sum of national estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Birth registration: Percentage of children under age 5 who were registered at the moment of the survey. It includes children whose birth certificate was seen by the interviewer and children whose mother or caretaker says the birth has been registered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Refugees by country of origin: Number of people who have fled their country of origin because of a well-founded fear of persecution due to their race, religion, nationality, political opinion or membership in a particular social group and who cannot or do not want to return to their country of origin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Internally displaced persons: Number of people who have been forced to leave their homes or places of habitual residence—in particular, as a result of or to avoid the effects of armed conflict, situations of generalized violence, violations of human rights or natural or human-made disasters—and who have not crossed an internationally recognized state border.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Homeless people due to natural disaster: Average annual number of people who lack a shelter for living quarters as a result of natural disasters, who carry their few possessions with them and who sleep in the streets, in doorways or on piers, or in any other space, on a more or less random basis, expressed per million people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orphaned children: Number of children (ages 0–17) who have lost one or both parents due to any cause.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Prison population: Number of adult and juvenile prisoners—including pretrial detainees, unless otherwise noted—expressed per 100,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Homicide rate: Number of unlawful deaths purposefully inflicted on a person by another person, expressed per 100,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Suicide rate: Number of deaths from purposely self-inflicted injuries, expressed per 100,000 people in reference population.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Justification of wife beating: Percentage of women and men ages 15–49 who consider a husband to be justified in hitting or beating his wife for at least one of the following reasons: if his wife burns the food, argues with him, goes out without telling him, neglects the children or refuses sexual relations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Violence against women ever experienced, intimate partner: Percentage of the female population, ages 15 and older, that has ever experienced physical and/or sexual violence from an intimate partner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Violence against women ever experienced, nonintimate partner: Percentage of the female population, ages 15 and older, that has ever experienced sexual violence from an nonintimate partner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Depth of the food deficit: Number of kilocalories needed to lift the undernourished from their status, holding all other factors constant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 1, 5, 10 and 11: UNICEF (2016). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: UNHCR (2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 3: IDMC (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 4: CRED EM-DAT (2016) and UNDESA (2015a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: ICPS (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 7: UNODC (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 8 and 9: WHO (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 12 and 13: UN Women (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 14: FAO (2016a). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
